MSFT (MICROSOFT CORP),46.26,-1.07,
Aug 11 2015 @ 11:59 ET,Bid,46.25,Ask,46.26,Size,38x6,Vol,8739000,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
15 Aug 42.00 (MSFT1514H42-S),0.0,0.0,4.25,4.45,0,124,15 Aug 42.00 (MSFT1514T42-S),0.05,0.0,0.0,0.03,0,142,
15 Aug 42.00 (MSFT1514H42-X),0.0,0.0,4.20,4.45,0,124,15 Aug 42.00 (MSFT1514T42-X),0.0,0.0,0.0,0.03,0,142,
15 Aug 42.00 (MSFT1514H42-Y),0.0,0.0,4.25,4.45,0,124,15 Aug 42.00 (MSFT1514T42-Y),0.04,0.0,0.0,0.10,0,142,
15 Aug 42.50 (MSFT1514H42.5),4.45,+0.20,3.70,3.90,24,89,15 Aug 42.50 (MSFT1514T42.5),0.03,+0.01,0.0,0.04,3,618,
15 Aug 42.50 (MSFT1514H42.5-4),0.0,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-4),0.09,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-8),4.45,0.0,3.70,3.90,24,89,15 Aug 42.50 (MSFT1514T42.5-8),0.03,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-A),4.15,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-A),0.09,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-B),0.0,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-B),0.04,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-E),4.25,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-E),0.02,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-I),4.24,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-I),0.09,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-J),0.0,0.0,3.75,3.95,0,89,15 Aug 42.50 (MSFT1514T42.5-J),0.25,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-O),4.25,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-O),0.10,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-P),0.0,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-P),0.02,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-S),0.0,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-S),0.10,0.0,0.0,0.04,0,618,
15 Aug 42.50 (MSFT1514H42.5-X),3.62,0.0,3.70,3.90,0,89,15 Aug 42.50 (MSFT1514T42.5-X),0.03,0.0,0.0,0.04,3,618,
15 Aug 42.50 (MSFT1514H42.5-Y),0.0,0.0,3.75,3.95,0,89,15 Aug 42.50 (MSFT1514T42.5-Y),0.03,0.0,0.0,0.04,0,618,
15 Aug 43.00 (MSFT1514H43),4.35,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43),0.01,0.0,0.01,0.06,23,260,
15 Aug 43.00 (MSFT1514H43-4),4.35,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-4),0.01,-0.03,0.01,0.06,20,260,
15 Aug 43.00 (MSFT1514H43-8),2.83,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-8),0.06,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-A),0.0,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-A),0.13,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-B),3.64,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-B),0.0,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-E),3.45,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-E),0.03,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-I),3.74,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-I),0.09,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-J),0.0,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-J),0.0,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-O),4.35,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-O),0.01,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-P),3.75,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-P),0.04,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-S),3.00,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-S),0.13,0.0,0.01,0.06,0,260,
15 Aug 43.00 (MSFT1514H43-X),3.70,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-X),0.06,-0.08,0.01,0.06,3,260,
15 Aug 43.00 (MSFT1514H43-Y),0.0,0.0,3.25,3.45,0,290,15 Aug 43.00 (MSFT1514T43-Y),0.31,0.0,0.01,0.06,0,260,
15 Aug 43.50 (MSFT1514H43.5),3.75,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5),0.11,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-4),2.15,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-4),0.22,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-8),2.44,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-8),0.11,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-A),2.08,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-A),0.13,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-B),0.0,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-B),0.13,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-E),0.0,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-E),0.24,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-I),2.99,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-I),0.13,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-J),2.08,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-J),0.13,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-O),3.75,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-O),0.24,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-P),2.08,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-P),0.13,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-S),0.0,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-S),0.13,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-X),2.08,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-X),1.37,0.0,0.01,0.12,0,591,
15 Aug 43.50 (MSFT1514H43.5-Y),0.0,0.0,2.75,3.05,0,224,15 Aug 43.50 (MSFT1514T43.5-Y),0.13,0.0,0.01,0.12,0,591,
15 Aug 44.00 (MSFT1514H44),3.30,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44),0.05,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-4),1.73,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-4),0.36,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-8),3.20,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-8),0.08,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-A),3.35,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-A),0.04,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-B),0.0,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-B),0.06,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-E),3.35,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-E),0.05,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-I),3.50,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-I),0.06,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-J),0.0,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-J),0.21,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-O),3.40,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-O),0.06,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-P),3.50,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-P),0.07,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-S),3.30,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-S),0.19,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-X),3.35,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-X),0.08,0.0,0.01,0.15,0,2518,
15 Aug 44.00 (MSFT1514H44-Y),0.0,0.0,2.26,2.41,0,205,15 Aug 44.00 (MSFT1514T44-Y),0.08,0.0,0.01,0.15,0,2518,
15 Aug 44.50 (MSFT1514H44.5),2.38,-0.49,1.78,1.88,42,404,15 Aug 44.50 (MSFT1514T44.5),0.04,-0.03,0.02,0.05,40,577,
15 Aug 44.50 (MSFT1514H44.5-4),2.60,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-4),0.09,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-8),1.98,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-8),0.35,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-A),1.37,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-A),0.10,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-B),0.0,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-B),0.08,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-E),2.87,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-E),0.51,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-I),2.37,-0.62,1.78,1.87,40,404,15 Aug 44.50 (MSFT1514T44.5-I),0.06,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-J),0.0,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-J),0.51,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-O),2.38,-0.51,1.78,1.88,2,404,15 Aug 44.50 (MSFT1514T44.5-O),0.04,-0.03,0.02,0.05,40,577,
15 Aug 44.50 (MSFT1514H44.5-P),1.98,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-P),0.38,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-S),0.0,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-S),0.40,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-X),2.84,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-X),0.05,0.0,0.02,0.05,0,577,
15 Aug 44.50 (MSFT1514H44.5-Y),1.35,0.0,1.78,1.88,0,404,15 Aug 44.50 (MSFT1514T44.5-Y),0.30,0.0,0.02,0.05,0,577,
15 Aug 45.00 (MSFT1514H45),1.74,-0.70,1.31,1.48,6,1034,15 Aug 45.00 (MSFT1514T45),0.04,0.0,0.06,0.09,10,2489,
15 Aug 45.00 (MSFT1514H45-4),1.85,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-4),0.13,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-8),1.74,+0.13,1.31,1.48,5,1034,15 Aug 45.00 (MSFT1514T45-8),0.04,+0.01,0.06,0.09,10,2489,
15 Aug 45.00 (MSFT1514H45-A),2.44,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-A),0.15,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-B),2.07,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-B),0.04,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-E),2.90,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-E),0.11,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-I),2.36,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-I),0.14,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-J),0.0,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-J),0.67,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-O),1.76,-0.44,1.31,1.48,1,1034,15 Aug 45.00 (MSFT1514T45-O),0.14,0.0,0.06,0.08,0,2489,
15 Aug 45.00 (MSFT1514H45-P),1.53,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-P),0.14,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-S),1.41,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-S),0.15,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-X),2.37,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-X),0.03,0.0,0.06,0.09,0,2489,
15 Aug 45.00 (MSFT1514H45-Y),3.03,0.0,1.31,1.48,0,1034,15 Aug 45.00 (MSFT1514T45-Y),0.11,0.0,0.06,0.09,0,2489,
15 Aug 45.50 (MSFT1514H45.5),1.01,-0.93,0.91,0.94,101,481,15 Aug 45.50 (MSFT1514T45.5),0.15,+0.10,0.14,0.16,216,903,
15 Aug 45.50 (MSFT1514H45.5-4),1.82,0.0,0.90,0.94,0,481,15 Aug 45.50 (MSFT1514T45.5-4),0.20,0.0,0.14,0.16,0,903,
15 Aug 45.50 (MSFT1514H45.5-8),0.79,0.0,0.91,0.94,0,481,15 Aug 45.50 (MSFT1514T45.5-8),0.10,+0.01,0.14,0.16,30,903,
15 Aug 45.50 (MSFT1514H45.5-A),1.01,-0.87,0.90,0.94,21,481,15 Aug 45.50 (MSFT1514T45.5-A),0.20,0.0,0.14,0.17,0,903,
15 Aug 45.50 (MSFT1514H45.5-B),1.03,-0.51,0.90,0.94,1,481,15 Aug 45.50 (MSFT1514T45.5-B),0.20,0.0,0.14,0.16,0,903,
15 Aug 45.50 (MSFT1514H45.5-E),1.16,-0.78,0.90,0.94,3,481,15 Aug 45.50 (MSFT1514T45.5-E),0.15,-0.05,0.14,0.16,45,903,
15 Aug 45.50 (MSFT1514H45.5-I),1.19,+0.08,0.91,0.94,15,481,15 Aug 45.50 (MSFT1514T45.5-I),0.22,0.0,0.14,0.16,0,903,
15 Aug 45.50 (MSFT1514H45.5-J),0.0,0.0,0.90,0.94,0,481,15 Aug 45.50 (MSFT1514T45.5-J),0.17,0.0,0.14,0.16,0,903,
15 Aug 45.50 (MSFT1514H45.5-O),1.17,-0.70,0.91,0.94,58,481,15 Aug 45.50 (MSFT1514T45.5-O),0.15,+0.10,0.14,0.16,20,903,
15 Aug 45.50 (MSFT1514H45.5-P),1.04,+0.25,0.91,0.94,3,481,15 Aug 45.50 (MSFT1514T45.5-P),0.13,-0.05,0.14,0.16,21,903,
15 Aug 45.50 (MSFT1514H45.5-S),0.79,0.0,0.91,0.94,0,481,15 Aug 45.50 (MSFT1514T45.5-S),0.24,0.0,0.14,0.16,0,903,
15 Aug 45.50 (MSFT1514H45.5-X),2.17,0.0,0.90,0.94,0,481,15 Aug 45.50 (MSFT1514T45.5-X),0.08,-0.08,0.14,0.17,100,903,
15 Aug 45.50 (MSFT1514H45.5-Y),0.79,0.0,0.91,0.94,0,481,15 Aug 45.50 (MSFT1514T45.5-Y),0.23,0.0,0.14,0.16,0,903,
15 Aug 46.00 (MSFT1514H46),0.60,-0.73,0.56,0.62,168,1476,15 Aug 46.00 (MSFT1514T46),0.30,+0.22,0.30,0.32,672,1378,
15 Aug 46.00 (MSFT1514H46-4),1.46,0.0,0.56,0.62,0,1476,15 Aug 46.00 (MSFT1514T46-4),0.30,+0.22,0.30,0.32,17,1378,
15 Aug 46.00 (MSFT1514H46-8),0.60,-0.85,0.56,0.62,40,1476,15 Aug 46.00 (MSFT1514T46-8),0.08,0.0,0.29,0.32,0,1378,
15 Aug 46.00 (MSFT1514H46-A),0.82,0.0,0.56,0.62,0,1476,15 Aug 46.00 (MSFT1514T46-A),0.25,-0.06,0.29,0.32,10,1378,
15 Aug 46.00 (MSFT1514H46-B),0.60,-0.73,0.56,0.62,5,1476,15 Aug 46.00 (MSFT1514T46-B),0.29,+0.20,0.29,0.32,6,1378,
15 Aug 46.00 (MSFT1514H46-E),0.94,-0.51,0.56,0.62,21,1476,15 Aug 46.00 (MSFT1514T46-E),0.21,+0.12,0.30,0.32,15,1378,
15 Aug 46.00 (MSFT1514H46-I),0.60,-0.40,0.56,0.62,15,1476,15 Aug 46.00 (MSFT1514T46-I),0.30,+0.20,0.30,0.32,502,1378,
15 Aug 46.00 (MSFT1514H46-J),0.87,0.0,0.56,0.62,0,1476,15 Aug 46.00 (MSFT1514T46-J),0.76,0.0,0.29,0.32,0,1378,
15 Aug 46.00 (MSFT1514H46-O),0.60,-0.40,0.56,0.62,67,1476,15 Aug 46.00 (MSFT1514T46-O),0.25,+0.17,0.30,0.32,16,1378,
15 Aug 46.00 (MSFT1514H46-P),0.87,-0.56,0.56,0.62,15,1476,15 Aug 46.00 (MSFT1514T46-P),0.29,-0.11,0.30,0.32,6,1378,
15 Aug 46.00 (MSFT1514H46-S),1.45,0.0,0.56,0.62,0,1476,15 Aug 46.00 (MSFT1514T46-S),0.26,0.0,0.30,0.32,0,1378,
15 Aug 46.00 (MSFT1514H46-X),0.80,-0.03,0.56,0.62,5,1476,15 Aug 46.00 (MSFT1514T46-X),0.14,+0.06,0.29,0.32,100,1378,
15 Aug 46.00 (MSFT1514H46-Y),0.93,0.0,0.56,0.62,0,1476,15 Aug 46.00 (MSFT1514T46-Y),0.39,0.0,0.30,0.32,0,1378,
15 Aug 46.50 (MSFT1514H46.5),0.33,-0.65,0.30,0.33,233,2368,15 Aug 46.50 (MSFT1514T46.5),0.52,+0.37,0.50,0.57,765,9847,
15 Aug 46.50 (MSFT1514H46.5-4),0.33,-0.60,0.30,0.33,5,2368,15 Aug 46.50 (MSFT1514T46.5-4),0.33,+0.16,0.50,0.57,12,9847,
15 Aug 46.50 (MSFT1514H46.5-8),0.42,-0.21,0.30,0.33,23,2368,15 Aug 46.50 (MSFT1514T46.5-8),0.34,+0.18,0.50,0.57,20,9847,
15 Aug 46.50 (MSFT1514H46.5-A),0.94,0.0,0.30,0.33,0,2368,15 Aug 46.50 (MSFT1514T46.5-A),0.52,+0.37,0.50,0.57,59,9847,
15 Aug 46.50 (MSFT1514H46.5-B),0.42,-0.58,0.30,0.33,20,2368,15 Aug 46.50 (MSFT1514T46.5-B),0.50,+0.33,0.50,0.57,233,9847,
15 Aug 46.50 (MSFT1514H46.5-E),0.43,-0.52,0.30,0.33,63,2368,15 Aug 46.50 (MSFT1514T46.5-E),0.42,+0.27,0.50,0.57,172,9847,
15 Aug 46.50 (MSFT1514H46.5-I),0.35,-0.76,0.30,0.33,15,2368,15 Aug 46.50 (MSFT1514T46.5-I),0.50,+0.34,0.50,0.57,35,9847,
15 Aug 46.50 (MSFT1514H46.5-J),0.52,0.0,0.30,0.33,0,2368,15 Aug 46.50 (MSFT1514T46.5-J),0.58,0.0,0.50,0.57,0,9847,
15 Aug 46.50 (MSFT1514H46.5-O),0.36,-0.62,0.30,0.33,36,2368,15 Aug 46.50 (MSFT1514T46.5-O),0.43,+0.29,0.50,0.57,26,9847,
15 Aug 46.50 (MSFT1514H46.5-P),0.33,-0.67,0.30,0.33,31,2368,15 Aug 46.50 (MSFT1514T46.5-P),0.50,+0.34,0.50,0.57,4,9847,
15 Aug 46.50 (MSFT1514H46.5-S),0.52,0.0,0.30,0.33,0,2368,15 Aug 46.50 (MSFT1514T46.5-S),0.61,0.0,0.50,0.57,0,9847,
15 Aug 46.50 (MSFT1514H46.5-X),0.47,-0.48,0.30,0.33,40,2368,15 Aug 46.50 (MSFT1514T46.5-X),0.36,+0.20,0.50,0.57,24,9847,
15 Aug 46.50 (MSFT1514H46.5-Y),0.65,0.0,0.30,0.33,0,2368,15 Aug 46.50 (MSFT1514T46.5-Y),0.36,+0.20,0.50,0.57,180,9847,
15 Aug 47.00 (MSFT1514H47),0.15,-0.41,0.15,0.16,1881,3758,15 Aug 47.00 (MSFT1514T47),0.82,+0.51,0.86,0.90,351,853,
15 Aug 47.00 (MSFT1514H47-4),0.17,-0.39,0.14,0.16,596,3758,15 Aug 47.00 (MSFT1514T47-4),0.82,+0.51,0.86,0.90,49,853,
15 Aug 47.00 (MSFT1514H47-8),0.28,-0.31,0.14,0.16,12,3758,15 Aug 47.00 (MSFT1514T47-8),0.27,0.0,0.86,0.90,0,853,
15 Aug 47.00 (MSFT1514H47-A),0.18,-0.22,0.14,0.16,58,3758,15 Aug 47.00 (MSFT1514T47-A),0.64,+0.35,0.86,0.90,5,853,
15 Aug 47.00 (MSFT1514H47-B),0.17,-0.38,0.14,0.16,121,3758,15 Aug 47.00 (MSFT1514T47-B),0.79,+0.49,0.86,0.90,7,853,
15 Aug 47.00 (MSFT1514H47-E),0.15,-0.49,0.14,0.16,251,3758,15 Aug 47.00 (MSFT1514T47-E),0.65,+0.35,0.86,0.90,18,853,
15 Aug 47.00 (MSFT1514H47-I),0.19,-0.45,0.15,0.16,157,3758,15 Aug 47.00 (MSFT1514T47-I),0.66,+0.38,0.86,0.90,100,853,
15 Aug 47.00 (MSFT1514H47-J),0.15,-0.16,0.14,0.16,88,3758,15 Aug 47.00 (MSFT1514T47-J),0.49,+0.13,0.86,0.90,2,853,
15 Aug 47.00 (MSFT1514H47-O),0.20,-0.41,0.14,0.16,81,3758,15 Aug 47.00 (MSFT1514T47-O),0.73,+0.43,0.86,0.90,157,853,
15 Aug 47.00 (MSFT1514H47-P),0.19,-0.46,0.15,0.16,20,3758,15 Aug 47.00 (MSFT1514T47-P),0.60,+0.30,0.86,0.90,13,853,
15 Aug 47.00 (MSFT1514H47-S),0.64,0.0,0.15,0.16,0,3758,15 Aug 47.00 (MSFT1514T47-S),0.27,0.0,0.86,0.90,0,853,
15 Aug 47.00 (MSFT1514H47-X),0.16,-0.43,0.14,0.16,496,3758,15 Aug 47.00 (MSFT1514T47-X),0.27,0.0,0.86,0.90,0,853,
15 Aug 47.00 (MSFT1514H47-Y),0.31,+0.03,0.10,0.16,1,3758,15 Aug 47.00 (MSFT1514T47-Y),0.27,0.0,0.86,0.90,0,853,
15 Aug 47.50 (MSFT1514H47.5),0.08,-0.23,0.06,0.08,499,4916,15 Aug 47.50 (MSFT1514T47.5),1.21,+0.67,1.21,1.33,38,1026,
15 Aug 47.50 (MSFT1514H47.5-4),0.13,-0.22,0.06,0.08,10,4916,15 Aug 47.50 (MSFT1514T47.5-4),0.86,+0.32,1.21,1.33,2,1026,
15 Aug 47.50 (MSFT1514H47.5-8),0.08,-0.28,0.06,0.08,31,4916,15 Aug 47.50 (MSFT1514T47.5-8),1.04,0.0,1.21,1.33,0,1026,
15 Aug 47.50 (MSFT1514H47.5-A),0.08,-0.26,0.06,0.08,76,4916,15 Aug 47.50 (MSFT1514T47.5-A),1.02,0.0,1.21,1.33,0,1026,
15 Aug 47.50 (MSFT1514H47.5-B),0.08,-0.26,0.06,0.08,15,4916,15 Aug 47.50 (MSFT1514T47.5-B),0.54,0.0,1.21,1.33,0,1026,
15 Aug 47.50 (MSFT1514H47.5-E),0.08,-0.25,0.06,0.08,105,4916,15 Aug 47.50 (MSFT1514T47.5-E),0.92,+0.38,1.21,1.33,3,1026,
15 Aug 47.50 (MSFT1514H47.5-I),0.08,-0.27,0.06,0.09,51,4916,15 Aug 47.50 (MSFT1514T47.5-I),0.56,0.0,1.21,1.33,0,1026,
15 Aug 47.50 (MSFT1514H47.5-J),0.08,-0.25,0.06,0.08,2,4916,15 Aug 47.50 (MSFT1514T47.5-J),0.0,0.0,1.21,1.33,0,1026,
15 Aug 47.50 (MSFT1514H47.5-O),0.08,-0.26,0.06,0.08,39,4916,15 Aug 47.50 (MSFT1514T47.5-O),0.91,+0.35,1.21,1.33,25,1026,
15 Aug 47.50 (MSFT1514H47.5-P),0.08,-0.24,0.06,0.08,91,4916,15 Aug 47.50 (MSFT1514T47.5-P),0.88,+0.39,1.21,1.33,7,1026,
15 Aug 47.50 (MSFT1514H47.5-S),0.08,-0.10,0.06,0.08,51,4916,15 Aug 47.50 (MSFT1514T47.5-S),0.54,0.0,1.21,1.33,0,1026,
15 Aug 47.50 (MSFT1514H47.5-X),0.08,-0.23,0.06,0.08,21,4916,15 Aug 47.50 (MSFT1514T47.5-X),1.21,+0.69,1.21,1.33,1,1026,
15 Aug 47.50 (MSFT1514H47.5-Y),0.08,-0.32,0.06,0.09,7,4916,15 Aug 47.50 (MSFT1514T47.5-Y),0.54,0.0,1.21,1.33,0,1026,
15 Aug 48.00 (MSFT1514H48),0.04,-0.12,0.03,0.04,430,2682,15 Aug 48.00 (MSFT1514T48),1.65,+0.77,1.74,1.79,47,1538,
15 Aug 48.00 (MSFT1514H48-4),0.07,-0.09,0.02,0.04,349,2682,15 Aug 48.00 (MSFT1514T48-4),1.65,+0.79,1.74,1.79,23,1538,
15 Aug 48.00 (MSFT1514H48-8),0.04,-0.12,0.02,0.04,1,2682,15 Aug 48.00 (MSFT1514T48-8),0.88,0.0,1.74,1.79,0,1538,
15 Aug 48.00 (MSFT1514H48-A),0.06,-0.09,0.02,0.04,2,2682,15 Aug 48.00 (MSFT1514T48-A),0.90,0.0,1.73,1.79,0,1538,
15 Aug 48.00 (MSFT1514H48-B),0.04,-0.14,0.02,0.04,30,2682,15 Aug 48.00 (MSFT1514T48-B),0.82,0.0,1.74,1.79,0,1538,
15 Aug 48.00 (MSFT1514H48-E),0.05,-0.11,0.02,0.04,3,2682,15 Aug 48.00 (MSFT1514T48-E),0.95,0.0,1.73,1.79,0,1538,
15 Aug 48.00 (MSFT1514H48-I),0.06,-0.10,0.03,0.04,1,2682,15 Aug 48.00 (MSFT1514T48-I),0.88,0.0,1.74,1.79,0,1538,
15 Aug 48.00 (MSFT1514H48-J),0.04,-0.12,0.02,0.04,1,2682,15 Aug 48.00 (MSFT1514T48-J),0.72,0.0,1.74,1.79,0,1538,
15 Aug 48.00 (MSFT1514H48-O),0.06,-0.10,0.03,0.04,30,2682,15 Aug 48.00 (MSFT1514T48-O),1.17,+0.29,1.74,1.79,24,1538,
15 Aug 48.00 (MSFT1514H48-P),0.16,0.0,0.03,0.04,0,2682,15 Aug 48.00 (MSFT1514T48-P),0.88,0.0,1.74,1.79,0,1538,
